Iteration,Flip,Total_Tails,Ratio
61627,T,30723,0.4985
61628,H,30723,0.4985
61629,H,30723,0.4985
61630,T,30724,0.4985
61631,H,30724,0.4985
61632,T,30725,0.4985
61633,T,30726,0.4985
61634,T,30727,0.4985
61635,T,30728,0.4985
61636,H,30728,0.4985
61637,T,30729,0.4985
61638,H,30729,0.4985
61639,T,30730,0.4985
61640,T,30731,0.4986
61641,H,30731,0.4985
61642,H,30731,0.4985
61643,T,30732,0.4985
61644,T,30733,0.4986
61645,T,30734,0.4986
61646,T,30735,0.4986
61647,H,30735,0.4986
61648,H,30735,0.4986
61649,T,30736,0.4986
61650,H,30736,0.4986
61651,H,30736,0.4985
61652,T,30737,0.4986
61653,T,30738,0.4986
61654,H,30738,0.4986
61655,H,30738,0.4985
61656,H,30738,0.4985
61657,T,30739,0.4985
61658,T,30740,0.4986
61659,H,30740,0.4985
61660,H,30740,0.4985
61661,T,30741,0.4985
61662,T,30742,0.4986
61663,T,30743,0.4986
61664,T,30744,0.4986
61665,T,30745,0.4986
61666,H,30745,0.4986
61667,H,30745,0.4986
61668,H,30745,0.4986
61669,H,30745,0.4985
61670,H,30745,0.4985
61671,H,30745,0.4985
61672,T,30746,0.4985
61673,T,30747,0.4985
61674,T,30748,0.4986
61675,T,30749,0.4986
61676,H,30749,0.4986
61677,T,30750,0.4986
61678,H,30750,0.4986
61679,H,30750,0.4985
61680,H,30750,0.4985
61681,H,30750,0.4985
61682,T,30751,0.4985
61683,T,30752,0.4985
61684,H,30752,0.4985
61685,H,30752,0.4985
61686,H,30752,0.4985
61687,T,30753,0.4985
61688,T,30754,0.4985
61689,T,30755,0.4985
61690,T,30756,0.4986
61691,H,30756,0.4985
61692,T,30757,0.4986
61693,T,30758,0.4986
61694,H,30758,0.4986
61695,H,30758,0.4985
61696,T,30759,0.4986
61697,H,30759,0.4985
61698,T,30760,0.4986
61699,H,30760,0.4985
61700,T,30761,0.4986
61701,T,30762,0.4986
61702,H,30762,0.4986
61703,T,30763,0.4986
61704,H,30763,0.4986
61705,T,30764,0.4986
61706,H,30764,0.4986
61707,H,30764,0.4985
61708,T,30765,0.4986
61709,T,30766,0.4986
61710,H,30766,0.4986
61711,H,30766,0.4985
61712,T,30767,0.4986
61713,H,30767,0.4985
61714,H,30767,0.4985
61715,H,30767,0.4985
61716,H,30767,0.4985
61717,H,30767,0.4985
61718,T,30768,0.4985
61719,T,30769,0.4985
61720,T,30770,0.4985
61721,T,30771,0.4985
61722,H,30771,0.4985
61723,T,30772,0.4985
61724,T,30773,0.4986
61725,H,30773,0.4986
61726,H,30773,0.4985
61727,T,30774,0.4986
61728,H,30774,0.4985
61729,H,30774,0.4985
61730,H,30774,0.4985
61731,T,30775,0.4985
61732,T,30776,0.4985
61733,T,30777,0.4986
61734,H,30777,0.4985
61735,T,30778,0.4986
61736,H,30778,0.4985
61737,H,30778,0.4985
61738,T,30779,0.4985
61739,T,30780,0.4986
61740,T,30781,0.4986
61741,H,30781,0.4986
61742,H,30781,0.4985
61743,H,30781,0.4985
61744,H,30781,0.4985
61745,T,30782,0.4985
61746,H,30782,0.4985
61747,T,30783,0.4985
61748,T,30784,0.4985
61749,T,30785,0.4986
61750,T,30786,0.4986
61751,H,30786,0.4986
61752,H,30786,0.4985
61753,T,30787,0.4986
61754,T,30788,0.4986
61755,H,30788,0.4986
61756,H,30788,0.4985
61757,T,30789,0.4986
61758,H,30789,0.4985
61759,H,30789,0.4985
61760,H,30789,0.4985
61761,H,30789,0.4985
61762,H,30789,0.4985
61763,T,30790,0.4985
61764,H,30790,0.4985
61765,T,30791,0.4985
61766,T,30792,0.4985
61767,H,30792,0.4985
61768,T,30793,0.4985
61769,T,30794,0.4985
61770,T,30795,0.4985
61771,T,30796,0.4986
61772,H,30796,0.4985
61773,H,30796,0.4985
61774,T,30797,0.4985
61775,H,30797,0.4985
61776,H,30797,0.4985
61777,T,30798,0.4985
61778,T,30799,0.4985
61779,T,30800,0.4986
61780,T,30801,0.4986
61781,T,30802,0.4986
61782,T,30803,0.4986
61783,T,30804,0.4986
61784,T,30805,0.4986
61785,H,30805,0.4986
61786,T,30806,0.4986
61787,H,30806,0.4986
61788,T,30807,0.4986
61789,T,30808,0.4986
61790,T,30809,0.4986
61791,H,30809,0.4986
61792,H,30809,0.4986
61793,H,30809,0.4986
61794,H,30809,0.4986
61795,T,30810,0.4986
61796,T,30811,0.4986
61797,H,30811,0.4986
61798,T,30812,0.4986
61799,H,30812,0.4986
61800,H,30812,0.4986
61801,T,30813,0.4986
61802,H,30813,0.4986
61803,T,30814,0.4986
61804,T,30815,0.4986
61805,T,30816,0.4986
61806,H,30816,0.4986
61807,T,30817,0.4986
61808,T,30818,0.4986
61809,T,30819,0.4986
61810,H,30819,0.4986
61811,H,30819,0.4986
61812,T,30820,0.4986
61813,H,30820,0.4986
61814,H,30820,0.4986
61815,H,30820,0.4986
61816,T,30821,0.4986
61817,H,30821,0.4986
61818,H,30821,0.4986
61819,T,30822,0.4986
61820,H,30822,0.4986
61821,H,30822,0.4986
61822,H,30822,0.4986
61823,H,30822,0.4986
61824,H,30822,0.4985
61825,H,30822,0.4985
61826,H,30822,0.4985
61827,T,30823,0.4985
61828,H,30823,0.4985
61829,T,30824,0.4985
61830,T,30825,0.4985
61831,T,30826,0.4986
61832,H,30826,0.4985
61833,H,30826,0.4985
61834,H,30826,0.4985
61835,H,30826,0.4985
61836,H,30826,0.4985
61837,H,30826,0.4985
61838,H,30826,0.4985
61839,H,30826,0.4985
61840,H,30826,0.4985
61841,T,30827,0.4985
61842,H,30827,0.4985
61843,H,30827,0.4985
61844,H,30827,0.4985
61845,T,30828,0.4985
61846,T,30829,0.4985
61847,H,30829,0.4985
61848,T,30830,0.4985
61849,H,30830,0.4985
61850,T,30831,0.4985
61851,H,30831,0.4985
61852,H,30831,0.4985
61853,H,30831,0.4985
61854,T,30832,0.4985
61855,T,30833,0.4985
61856,T,30834,0.4985
61857,T,30835,0.4985
61858,T,30836,0.4985
61859,H,30836,0.4985
61860,T,30837,0.4985
61861,H,30837,0.4985
61862,T,30838,0.4985
61863,H,30838,0.4985
61864,H,30838,0.4985
61865,T,30839,0.4985
61866,T,30840,0.4985
61867,T,30841,0.4985
61868,T,30842,0.4985
61869,T,30843,0.4985
61870,T,30844,0.4985
61871,T,30845,0.4985
61872,T,30846,0.4985
61873,T,30847,0.4986
61874,T,30848,0.4986
61875,T,30849,0.4986
61876,H,30849,0.4986
61877,H,30849,0.4986
61878,T,30850,0.4986
61879,H,30850,0.4986
61880,T,30851,0.4986
61881,H,30851,0.4986
61882,T,30852,0.4986
61883,H,30852,0.4986
61884,H,30852,0.4985
61885,H,30852,0.4985
61886,H,30852,0.4985
61887,H,30852,0.4985
61888,T,30853,0.4985
61889,H,30853,0.4985
61890,H,30853,0.4985
61891,T,30854,0.4985
61892,H,30854,0.4985
61893,T,30855,0.4985
61894,T,30856,0.4985
61895,T,30857,0.4985
61896,H,30857,0.4985
61897,T,30858,0.4985
61898,H,30858,0.4985
61899,H,30858,0.4985
61900,H,30858,0.4985
61901,H,30858,0.4985
61902,H,30858,0.4985
61903,T,30859,0.4985
61904,T,30860,0.4985
61905,T,30861,0.4985
61906,T,30862,0.4985
61907,T,30863,0.4985
61908,H,30863,0.4985
61909,H,30863,0.4985
61910,H,30863,0.4985
61911,H,30863,0.4985
61912,H,30863,0.4985
61913,H,30863,0.4985
61914,T,30864,0.4985
61915,H,30864,0.4985
61916,T,30865,0.4985
61917,T,30866,0.4985
61918,H,30866,0.4985
61919,T,30867,0.4985
61920,T,30868,0.4985
61921,H,30868,0.4985
61922,T,30869,0.4985
61923,H,30869,0.4985
61924,T,30870,0.4985
61925,T,30871,0.4985
61926,T,30872,0.4985
61927,T,30873,0.4985
61928,H,30873,0.4985
61929,H,30873,0.4985
61930,T,30874,0.4985
61931,T,30875,0.4985
61932,T,30876,0.4985
61933,H,30876,0.4985
61934,T,30877,0.4985
61935,T,30878,0.4986
61936,T,30879,0.4986
61937,H,30879,0.4986
61938,T,30880,0.4986
61939,T,30881,0.4986
61940,H,30881,0.4986
61941,T,30882,0.4986
61942,T,30883,0.4986
61943,H,30883,0.4986
61944,T,30884,0.4986
61945,H,30884,0.4986
61946,H,30884,0.4986
61947,H,30884,0.4986
61948,H,30884,0.4985
61949,H,30884,0.4985
61950,T,30885,0.4985
61951,T,30886,0.4986
61952,H,30886,0.4985
61953,T,30887,0.4986
61954,H,30887,0.4985
61955,H,30887,0.4985
61956,T,30888,0.4985
61957,H,30888,0.4985
61958,H,30888,0.4985
61959,H,30888,0.4985
61960,T,30889,0.4985
61961,T,30890,0.4985
61962,H,30890,0.4985
61963,T,30891,0.4985
61964,H,30891,0.4985
61965,T,30892,0.4985
61966,T,30893,0.4985
61967,H,30893,0.4985
61968,T,30894,0.4985
61969,T,30895,0.4986
61970,H,30895,0.4985
61971,T,30896,0.4986
61972,T,30897,0.4986
61973,T,30898,0.4986
61974,H,30898,0.4986
61975,T,30899,0.4986
61976,T,30900,0.4986
61977,H,30900,0.4986
61978,T,30901,0.4986
61979,H,30901,0.4986
61980,T,30902,0.4986
61981,H,30902,0.4986
61982,H,30902,0.4986
61983,H,30902,0.4986
61984,H,30902,0.4985
61985,T,30903,0.4986
61986,H,30903,0.4985
61987,T,30904,0.4986
61988,T,30905,0.4986
61989,T,30906,0.4986
61990,H,30906,0.4986
61991,H,30906,0.4986
61992,H,30906,0.4985
61993,T,30907,0.4986
61994,T,30908,0.4986
61995,T,30909,0.4986
61996,H,30909,0.4986
61997,H,30909,0.4986
61998,T,30910,0.4986
61999,H,30910,0.4986
62000,H,30910,0.4985
62001,H,30910,0.4985
62002,T,30911,0.4985
62003,H,30911,0.4985
62004,T,30912,0.4985
62005,H,30912,0.4985
62006,T,30913,0.4985
62007,H,30913,0.4985
62008,T,30914,0.4985
62009,T,30915,0.4986
62010,T,30916,0.4986
62011,T,30917,0.4986
62012,T,30918,0.4986
62013,H,30918,0.4986
62014,H,30918,0.4986
62015,T,30919,0.4986
62016,T,30920,0.4986
62017,T,30921,0.4986
62018,H,30921,0.4986
62019,T,30922,0.4986
62020,T,30923,0.4986
62021,T,30924,0.4986
62022,H,30924,0.4986
62023,H,30924,0.4986
62024,H,30924,0.4986
62025,H,30924,0.4986
62026,T,30925,0.4986
62027,H,30925,0.4986
62028,T,30926,0.4986
62029,H,30926,0.4986
62030,T,30927,0.4986
62031,H,30927,0.4986
62032,T,30928,0.4986
62033,H,30928,0.4986
62034,H,30928,0.4986
62035,H,30928,0.4986
62036,H,30928,0.4985
62037,T,30929,0.4986
62038,H,30929,0.4985
62039,H,30929,0.4985
62040,H,30929,0.4985
62041,T,30930,0.4985
62042,H,30930,0.4985
62043,H,30930,0.4985
62044,T,30931,0.4985
62045,H,30931,0.4985
62046,T,30932,0.4985
62047,T,30933,0.4985
62048,T,30934,0.4985
62049,T,30935,0.4986
62050,H,30935,0.4985
62051,H,30935,0.4985
62052,T,30936,0.4985
62053,T,30937,0.4986
62054,T,30938,0.4986
62055,H,30938,0.4986
62056,H,30938,0.4985
62057,T,30939,0.4986
62058,T,30940,0.4986
62059,H,30940,0.4986
62060,H,30940,0.4985
62061,T,30941,0.4986
62062,T,30942,0.4986
62063,H,30942,0.4986
62064,T,30943,0.4986
62065,T,30944,0.4986
62066,H,30944,0.4986
62067,H,30944,0.4986
62068,H,30944,0.4985
62069,H,30944,0.4985
62070,H,30944,0.4985
62071,H,30944,0.4985
62072,T,30945,0.4985
62073,H,30945,0.4985
62074,H,30945,0.4985
62075,H,30945,0.4985
62076,T,30946,0.4985
62077,H,30946,0.4985
62078,T,30947,0.4985
62079,T,30948,0.4985
62080,H,30948,0.4985
62081,H,30948,0.4985
62082,H,30948,0.4985
62083,H,30948,0.4985
62084,T,30949,0.4985
62085,T,30950,0.4985
62086,H,30950,0.4985
62087,T,30951,0.4985
62088,T,30952,0.4985
62089,T,30953,0.4985
62090,T,30954,0.4985
62091,H,30954,0.4985
62092,T,30955,0.4985
62093,T,30956,0.4985
62094,T,30957,0.4986
62095,T,30958,0.4986
62096,H,30958,0.4986
62097,T,30959,0.4986
62098,T,30960,0.4986
62099,T,30961,0.4986
62100,T,30962,0.4986
62101,H,30962,0.4986
62102,H,30962,0.4986
62103,T,30963,0.4986
62104,H,30963,0.4986
62105,T,30964,0.4986
62106,T,30965,0.4986
62107,H,30965,0.4986
62108,T,30966,0.4986
62109,H,30966,0.4986
62110,T,30967,0.4986
62111,T,30968,0.4986
62112,T,30969,0.4986
62113,H,30969,0.4986
62114,H,30969,0.4986
62115,T,30970,0.4986
62116,T,30971,0.4986
62117,H,30971,0.4986
62118,H,30971,0.4986
62119,T,30972,0.4986
62120,T,30973,0.4986
62121,T,30974,0.4986
62122,T,30975,0.4986
62123,H,30975,0.4986
62124,H,30975,0.4986
62125,T,30976,0.4986
62126,H,30976,0.4986
62127,T,30977,0.4986
62128,T,30978,0.4986
62129,H,30978,0.4986
62130,T,30979,0.4986
62131,H,30979,0.4986
62132,H,30979,0.4986
62133,H,30979,0.4986
62134,T,30980,0.4986
62135,H,30980,0.4986
62136,H,30980,0.4986
62137,T,30981,0.4986
62138,H,30981,0.4986
62139,H,30981,0.4986
62140,T,30982,0.4986
62141,H,30982,0.4986
62142,T,30983,0.4986
62143,H,30983,0.4986
62144,H,30983,0.4986
62145,T,30984,0.4986
62146,T,30985,0.4986
62147,T,30986,0.4986
62148,T,30987,0.4986
62149,H,30987,0.4986
62150,T,30988,0.4986
62151,T,30989,0.4986
62152,T,30990,0.4986
62153,H,30990,0.4986
62154,H,30990,0.4986
62155,T,30991,0.4986
62156,H,30991,0.4986
62157,T,30992,0.4986
62158,T,30993,0.4986
62159,T,30994,0.4986
62160,T,30995,0.4986
62161,T,30996,0.4986
62162,T,30997,0.4986
62163,T,30998,0.4987
62164,T,30999,0.4987
62165,T,31000,0.4987
62166,H,31000,0.4987
62167,H,31000,0.4987
62168,T,31001,0.4987
62169,T,31002,0.4987
62170,T,31003,0.4987
62171,H,31003,0.4987
62172,H,31003,0.4987
62173,H,31003,0.4987
62174,H,31003,0.4986
62175,H,31003,0.4986
62176,T,31004,0.4986
62177,H,31004,0.4986
62178,T,31005,0.4986
62179,H,31005,0.4986
62180,H,31005,0.4986
62181,H,31005,0.4986
62182,T,31006,0.4986
62183,H,31006,0.4986
62184,T,31007,0.4986
62185,T,31008,0.4986
62186,H,31008,0.4986
62187,T,31009,0.4986
62188,H,31009,0.4986
62189,H,31009,0.4986
62190,H,31009,0.4986
62191,H,31009,0.4986
62192,T,31010,0.4986
62193,T,31011,0.4986
62194,H,31011,0.4986
62195,T,31012,0.4986
62196,T,31013,0.4986
62197,H,31013,0.4986
62198,H,31013,0.4986
62199,H,31013,0.4986
62200,T,31014,0.4986
62201,T,31015,0.4986
62202,T,31016,0.4986
62203,T,31017,0.4986
62204,H,31017,0.4986
62205,T,31018,0.4986
62206,H,31018,0.4986
62207,H,31018,0.4986
62208,T,31019,0.4986
62209,T,31020,0.4986
62210,T,31021,0.4986
62211,T,31022,0.4987
62212,H,31022,0.4986
62213,H,31022,0.4986
62214,H,31022,0.4986
62215,H,31022,0.4986
62216,T,31023,0.4986
62217,H,31023,0.4986
62218,H,31023,0.4986
62219,H,31023,0.4986
62220,H,31023,0.4986
62221,T,31024,0.4986
62222,H,31024,0.4986
62223,T,31025,0.4986
62224,H,31025,0.4986
62225,H,31025,0.4986
62226,H,31025,0.4986
62227,T,31026,0.4986
62228,T,31027,0.4986
62229,T,31028,0.4986
62230,T,31029,0.4986
62231,H,31029,0.4986
62232,H,31029,0.4986
62233,T,31030,0.4986
62234,T,31031,0.4986
62235,H,31031,0.4986
62236,T,31032,0.4986
62237,H,31032,0.4986
62238,T,31033,0.4986
62239,H,31033,0.4986
62240,T,31034,0.4986
62241,H,31034,0.4986
62242,H,31034,0.4986
62243,H,31034,0.4986
62244,T,31035,0.4986
62245,H,31035,0.4986
62246,T,31036,0.4986
62247,T,31037,0.4986
62248,T,31038,0.4986
62249,T,31039,0.4986
62250,H,31039,0.4986
62251,H,31039,0.4986
62252,H,31039,0.4986
62253,H,31039,0.4986
62254,T,31040,0.4986
62255,T,31041,0.4986
62256,T,31042,0.4986
62257,T,31043,0.4986
62258,H,31043,0.4986
62259,H,31043,0.4986
62260,H,31043,0.4986
62261,T,31044,0.4986
62262,H,31044,0.4986
62263,T,31045,0.4986
62264,T,31046,0.4986
62265,T,31047,0.4986
62266,H,31047,0.4986
62267,H,31047,0.4986
62268,T,31048,0.4986
62269,H,31048,0.4986
62270,T,31049,0.4986
62271,T,31050,0.4986
62272,H,31050,0.4986
62273,T,31051,0.4986
62274,T,31052,0.4986
62275,T,31053,0.4986
62276,H,31053,0.4986
62277,T,31054,0.4986
62278,H,31054,0.4986
62279,H,31054,0.4986
62280,H,31054,0.4986
62281,H,31054,0.4986
62282,H,31054,0.4986
62283,H,31054,0.4986
62284,T,31055,0.4986
62285,T,31056,0.4986
62286,H,31056,0.4986
62287,T,31057,0.4986
62288,H,31057,0.4986
62289,T,31058,0.4986
62290,T,31059,0.4986
62291,H,31059,0.4986
62292,T,31060,0.4986
62293,H,31060,0.4986
62294,T,31061,0.4986
62295,H,31061,0.4986
62296,T,31062,0.4986
62297,H,31062,0.4986
62298,H,31062,0.4986
62299,H,31062,0.4986
62300,T,31063,0.4986
62301,H,31063,0.4986
62302,H,31063,0.4986
62303,H,31063,0.4986
62304,H,31063,0.4986
62305,H,31063,0.4986
62306,H,31063,0.4986
62307,T,31064,0.4986
62308,T,31065,0.4986
62309,H,31065,0.4986
62310,T,31066,0.4986
62311,T,31067,0.4986
62312,T,31068,0.4986
62313,T,31069,0.4986
62314,H,31069,0.4986
62315,T,31070,0.4986
62316,T,31071,0.4986
62317,T,31072,0.4986
62318,T,31073,0.4986
62319,H,31073,0.4986
62320,H,31073,0.4986
62321,H,31073,0.4986
62322,T,31074,0.4986
62323,H,31074,0.4986
62324,H,31074,0.4986
62325,H,31074,0.4986
62326,T,31075,0.4986
62327,T,31076,0.4986
62328,H,31076,0.4986
62329,T,31077,0.4986
62330,H,31077,0.4986
62331,T,31078,0.4986
62332,T,31079,0.4986
62333,T,31080,0.4986
62334,H,31080,0.4986
62335,T,31081,0.4986
62336,T,31082,0.4986
62337,T,31083,0.4986
62338,H,31083,0.4986
62339,H,31083,0.4986
62340,H,31083,0.4986
62341,H,31083,0.4986
62342,H,31083,0.4986
62343,T,31084,0.4986
62344,H,31084,0.4986
62345,T,31085,0.4986
62346,H,31085,0.4986
62347,H,31085,0.4986
62348,T,31086,0.4986
62349,T,31087,0.4986
62350,H,31087,0.4986
62351,T,31088,0.4986
62352,T,31089,0.4986
62353,T,31090,0.4986
62354,H,31090,0.4986
62355,H,31090,0.4986
62356,H,31090,0.4986
62357,H,31090,0.4986
62358,T,31091,0.4986
62359,T,31092,0.4986
62360,H,31092,0.4986
62361,H,31092,0.4986
62362,T,31093,0.4986
62363,H,31093,0.4986
62364,T,31094,0.4986
62365,H,31094,0.4986
62366,T,31095,0.4986
62367,H,31095,0.4986
62368,T,31096,0.4986
62369,H,31096,0.4986
62370,T,31097,0.4986
62371,H,31097,0.4986
62372,T,31098,0.4986
62373,H,31098,0.4986
62374,H,31098,0.4986
62375,T,31099,0.4986
62376,T,31100,0.4986
62377,T,31101,0.4986
62378,T,31102,0.4986
62379,H,31102,0.4986
62380,T,31103,0.4986
62381,H,31103,0.4986
62382,H,31103,0.4986
62383,H,31103,0.4986
62384,T,31104,0.4986
62385,T,31105,0.4986
62386,H,31105,0.4986
62387,T,31106,0.4986
62388,T,31107,0.4986
62389,H,31107,0.4986
62390,T,31108,0.4986
62391,T,31109,0.4986
62392,T,31110,0.4986
62393,T,31111,0.4986
62394,H,31111,0.4986
62395,H,31111,0.4986
62396,T,31112,0.4986
62397,H,31112,0.4986
62398,H,31112,0.4986
62399,T,31113,0.4986
62400,T,31114,0.4986
62401,T,31115,0.4986
62402,T,31116,0.4986
62403,H,31116,0.4986
62404,H,31116,0.4986
62405,T,31117,0.4986
62406,T,31118,0.4986
62407,T,31119,0.4986
62408,T,31120,0.4987
62409,T,31121,0.4987
62410,T,31122,0.4987
62411,H,31122,0.4987
62412,T,31123,0.4987
62413,T,31124,0.4987
62414,T,31125,0.4987
62415,T,31126,0.4987
62416,T,31127,0.4987
62417,T,31128,0.4987
62418,T,31129,0.4987
62419,T,31130,0.4987
62420,H,31130,0.4987
62421,H,31130,0.4987
62422,T,31131,0.4987
62423,H,31131,0.4987
62424,H,31131,0.4987
62425,H,31131,0.4987
62426,H,31131,0.4987
62427,T,31132,0.4987
62428,H,31132,0.4987
62429,T,31133,0.4987
62430,T,31134,0.4987
62431,T,31135,0.4987
62432,T,31136,0.4987
62433,T,31137,0.4987
62434,T,31138,0.4987
62435,T,31139,0.4987
62436,H,31139,0.4987
62437,H,31139,0.4987
62438,T,31140,0.4987
62439,H,31140,0.4987
62440,T,31141,0.4987
62441,H,31141,0.4987
62442,H,31141,0.4987
62443,T,31142,0.4987
62444,T,31143,0.4987
62445,T,31144,0.4987
62446,H,31144,0.4987
62447,H,31144,0.4987
62448,T,31145,0.4987
62449,H,31145,0.4987
62450,H,31145,0.4987
62451,T,31146,0.4987
62452,H,31146,0.4987
62453,T,31147,0.4987
62454,T,31148,0.4987
62455,T,31149,0.4987
62456,H,31149,0.4987
62457,H,31149,0.4987
62458,H,31149,0.4987
62459,T,31150,0.4987
62460,T,31151,0.4987
62461,T,31152,0.4987
62462,T,31153,0.4988
62463,H,31153,0.4987
62464,H,31153,0.4987
62465,H,31153,0.4987
62466,T,31154,0.4987
62467,H,31154,0.4987
62468,T,31155,0.4987
62469,H,31155,0.4987
62470,H,31155,0.4987
62471,T,31156,0.4987
62472,T,31157,0.4987
62473,H,31157,0.4987
62474,H,31157,0.4987
62475,H,31157,0.4987
62476,T,31158,0.4987
62477,H,31158,0.4987
62478,H,31158,0.4987
62479,T,31159,0.4987
62480,H,31159,0.4987
62481,H,31159,0.4987
62482,H,31159,0.4987
62483,H,31159,0.4987
62484,T,31160,0.4987
62485,H,31160,0.4987
62486,H,31160,0.4987
62487,H,31160,0.4987
62488,H,31160,0.4987
62489,H,31160,0.4986
62490,T,31161,0.4987
62491,H,31161,0.4986
62492,T,31162,0.4987
62493,H,31162,0.4986
62494,H,31162,0.4986
62495,T,31163,0.4986
62496,T,31164,0.4987
62497,T,31165,0.4987
62498,H,31165,0.4987
62499,H,31165,0.4986
62500,T,31166,0.4987
62501,H,31166,0.4986
62502,H,31166,0.4986
62503,H,31166,0.4986
62504,T,31167,0.4986
62505,T,31168,0.4986
62506,T,31169,0.4987
62507,H,31169,0.4986
62508,H,31169,0.4986
62509,T,31170,0.4986
62510,T,31171,0.4987
62511,T,31172,0.4987
62512,H,31172,0.4987
62513,T,31173,0.4987
62514,H,31173,0.4987
62515,T,31174,0.4987
62516,T,31175,0.4987
62517,H,31175,0.4987
62518,T,31176,0.4987
62519,T,31177,0.4987
62520,H,31177,0.4987
62521,T,31178,0.4987
62522,T,31179,0.4987
62523,T,31180,0.4987
62524,H,31180,0.4987
62525,H,31180,0.4987
62526,H,31180,0.4987
62527,T,31181,0.4987
62528,H,31181,0.4987
62529,H,31181,0.4987
62530,H,31181,0.4987
62531,T,31182,0.4987
62532,T,31183,0.4987
62533,H,31183,0.4987
62534,T,31184,0.4987
62535,H,31184,0.4987
62536,H,31184,0.4987
62537,H,31184,0.4986
62538,H,31184,0.4986
62539,T,31185,0.4986
62540,H,31185,0.4986
62541,T,31186,0.4986
62542,T,31187,0.4987
62543,T,31188,0.4987
62544,T,31189,0.4987
62545,T,31190,0.4987
62546,H,31190,0.4987
62547,T,31191,0.4987
62548,T,31192,0.4987
62549,H,31192,0.4987
62550,T,31193,0.4987
62551,T,31194,0.4987
62552,H,31194,0.4987
62553,H,31194,0.4987
62554,T,31195,0.4987
62555,H,31195,0.4987
62556,H,31195,0.4987
62557,H,31195,0.4987
62558,T,31196,0.4987
62559,H,31196,0.4987
62560,H,31196,0.4987
62561,T,31197,0.4987
62562,T,31198,0.4987
62563,H,31198,0.4987
62564,T,31199,0.4987
62565,H,31199,0.4987
62566,T,31200,0.4987
62567,H,31200,0.4987
62568,H,31200,0.4987
62569,T,31201,0.4987
62570,H,31201,0.4987
62571,T,31202,0.4987
62572,H,31202,0.4987
62573,H,31202,0.4986
62574,H,31202,0.4986
62575,H,31202,0.4986
62576,H,31202,0.4986
62577,H,31202,0.4986
62578,T,31203,0.4986
62579,H,31203,0.4986
62580,T,31204,0.4986
62581,T,31205,0.4986
62582,T,31206,0.4986
62583,H,31206,0.4986
62584,T,31207,0.4986
62585,T,31208,0.4986
62586,H,31208,0.4986
62587,T,31209,0.4986
62588,H,31209,0.4986
62589,T,31210,0.4986
62590,T,31211,0.4987
62591,H,31211,0.4986
62592,H,31211,0.4986
62593,H,31211,0.4986
62594,H,31211,0.4986
62595,H,31211,0.4986
62596,H,31211,0.4986
62597,H,31211,0.4986
62598,H,31211,0.4986
62599,T,31212,0.4986
62600,T,31213,0.4986
62601,H,31213,0.4986
62602,H,31213,0.4986
62603,H,31213,0.4986
62604,H,31213,0.4986
62605,T,31214,0.4986
62606,H,31214,0.4986
62607,T,31215,0.4986
62608,T,31216,0.4986
62609,H,31216,0.4986
62610,H,31216,0.4986
62611,H,31216,0.4986
62612,T,31217,0.4986
62613,T,31218,0.4986
62614,H,31218,0.4986
62615,H,31218,0.4986
62616,H,31218,0.4986
62617,T,31219,0.4986
62618,H,31219,0.4986
62619,H,31219,0.4986
62620,T,31220,0.4986
62621,H,31220,0.4986
62622,H,31220,0.4985
62623,H,31220,0.4985
62624,T,31221,0.4985
62625,T,31222,0.4986
62626,H,31222,0.4985
62627,H,31222,0.4985
62628,T,31223,0.4985
62629,H,31223,0.4985
62630,H,31223,0.4985
62631,H,31223,0.4985
62632,T,31224,0.4985
62633,H,31224,0.4985
62634,H,31224,0.4985
62635,H,31224,0.4985
62636,H,31224,0.4985
62637,T,31225,0.4985
62638,T,31226,0.4985
62639,H,31226,0.4985
62640,T,31227,0.4985
62641,H,31227,0.4985
62642,H,31227,0.4985
62643,T,31228,0.4985
62644,H,31228,0.4985
62645,H,31228,0.4985
62646,T,31229,0.4985
62647,H,31229,0.4985
62648,H,31229,0.4985
62649,T,31230,0.4985
62650,H,31230,0.4985
62651,T,31231,0.4985
62652,H,31231,0.4985
62653,T,31232,0.4985
62654,H,31232,0.4985
62655,T,31233,0.4985
62656,T,31234,0.4985
62657,H,31234,0.4985
62658,T,31235,0.4985
62659,T,31236,0.4985
62660,H,31236,0.4985
62661,H,31236,0.4985
62662,H,31236,0.4985
62663,H,31236,0.4985
62664,T,31237,0.4985
62665,T,31238,0.4985
62666,H,31238,0.4985
62667,T,31239,0.4985
62668,T,31240,0.4985
62669,T,31241,0.4985
62670,T,31242,0.4985
62671,H,31242,0.4985
62672,H,31242,0.4985
62673,T,31243,0.4985
62674,T,31244,0.4985
62675,H,31244,0.4985
62676,H,31244,0.4985
62677,T,31245,0.4985
62678,H,31245,0.4985
62679,H,31245,0.4985
62680,H,31245,0.4985
62681,H,31245,0.4985
62682,T,31246,0.4985
62683,H,31246,0.4985
62684,T,31247,0.4985
62685,H,31247,0.4985
62686,T,31248,0.4985
62687,H,31248,0.4985
62688,H,31248,0.4985
62689,H,31248,0.4985
62690,T,31249,0.4985
62691,T,31250,0.4985
62692,T,31251,0.4985
62693,T,31252,0.4985
62694,T,31253,0.4985
62695,H,31253,0.4985
62696,T,31254,0.4985
62697,T,31255,0.4985
62698,H,31255,0.4985
62699,T,31256,0.4985
62700,H,31256,0.4985
62701,H,31256,0.4985
